customer_id,password_id,product_id,cost,product_name,quantity
AiNtQGAbXEZhJEdF,HteiNtiJIo,01e10444-349b-4141-a712-1d203eaa3802,200,KotUWFB,1
AlzmDXVSKQgsQQzO,mWHvxUVDeJ,02c47302-316e-48d1-86f1-99466bb12687,200,TubsGye,44
AmBFSyrlcuicNNVy,BwaJkucLTm,031eeeee-7f65-403c-80c0-dcb161ccbdc6,200,JINVCoX,9
ArkIXqiJucyZgXYH,jHdIkipzHH,05d1cf7d-c4fa-4680-9a9e-8cbec94d8242,200,jcpyAno,24
AxdZMYoidIDXHpXr,toUYvSTIqM,06d8d232-7eba-450d-a91b-7f215c653b45,200,lzRYSeo,87
BCPJEPRsnQhoXNqU,puXTrdRMER,07c4c5ff-c81b-42bc-9b23-6af55077fb08,200,GARiMIK,67
BGuHdNvLiraOsYUV,XuYFTkKFsL,0bf4a1bc-33dd-41f8-917e-32e3a9d743bd,200,nuBTQtB,30
BJkjyfbhkZlgraVS,IYgfwcPgTf,0c9a90b1-b401-4073-88a1-96588dc8bae4,200,mfAgLiy,35
CLnufqlyqetYiHfl,aeGrlZRkDN,0cba0436-da4c-440e-ab86-575944ded734,200,RKYEFcJ,42
DGYPwGyEZQrMCVJk,klRPQnlzin,13d09f49-8495-4968-ad47-3a32e5c4458e,200,OJwxyRj,66
FArFnhSRzYWGAvrV,omYEkebDRw,1709df87-e44c-4b06-934d-968b86ccf127,200,cKMKiZC,36
FaoEHTNmZsqihpyR,hDSnjQvERQ,17675276-ce34-44f9-a7b3-a1b858588f67,200,MSYDFAx,1
FyHkWCzEzVIMVXrL,qCIDRZnACN,1db339bf-7ca6-4ace-bb88-12b717a5ce43,200,VVwAPam,36
GJSeREfNEnGIzhYZ,SqwBWsJWmN,1fef1526-d24b-4cf3-a042-bf8b273edba0,200,ekDPxHi,68
GqjhGdwQhzBABadg,koCLzpShIO,2060ada1-a695-4649-92d7-db8581a055a1,200,HZHhHIi,84
IKuSUHvyGWXfmGCY,tKQVQVhDuP,24fdcffb-6834-41f2-82b4-d30a2eaddb4e,200,UwbHdVu,63
IOrCoAInbxDYMzOI,nkaQizOhGB,26b6cf04-7754-48da-b2d0-9527c18fa6ea,200,cdLjjOk,78
IjwZOZrSyYuyCaHV,FhbeNFmNME,29a4ed11-c27a-48b9-ad58-5ba8b61d205d,200,ZElEswv,88
IxvGRutPATXUbjzO,JwnoJWOCUF,2afe215f-6214-4394-a9cd-a1e554ec5f79,200,QJtaLjm,69
JKgcSMkwPErLfjNM,UAZfOXbOog,2b31546c-00d9-4f23-b6cd-848c74061853,200,hyAfrny,56
JRdUMOGhWkCMQYXd,buqhzURCaP,2bfc8e13-630e-4715-9442-af7458fbd057,200,SJIXXdX,6
KPhhsEKZfikGxVrk,NbRKwVZimq,33017edd-cb50-4e33-bd0a-7ee5b4b0f45c,200,PqfvULU,78
KXGoOdMnXdAIVlvj,cbBBoHtjxP,333c14db-026f-49ab-a0d5-9de214ffad6d,200,zbvCaaa,63
LEaPkMTrFasbtzeH,rnENwXfxMh,337c2799-e655-46ec-bf3e-d1f5719c7c82,200,QRAXVIW,97
LTtZdzFyCFiCRDEo,BtEukjtHzJ,33bfcc9d-8952-42a8-8e86-c0fc7f99552e,200,OCdQIvs,46
LhaBpoqnQCiRMJxj,OwoVzJtItC,35852c8d-3714-4786-b603-6136ed55a2f1,200,vmvegis,37
MBRKfcpZvejXXcUA,LIJBoErxmf,36f16ee6-31d8-44fe-8050-51a57806f627,200,cuXznwm,12
MTibLVNDUFKvrdxb,vJPpSQMERu,371dc531-bcc1-4a1c-a79c-63a498705247,200,GEFvKBg,76
MtFTVkuTDRVawWYu,InaNrecCaX,3ab7cf71-02c4-45ba-a768-1f23fba9df2f,200,sVFKLMY,82
MwHRtoxPaBIknVIP,YrYNgQIAdf,40613771-b0ab-4b0c-b598-570ce71dcd9f,200,ooVJFaH,10
NRvyoyONxAFzODMR,EGyuPmpknD,458fe0ef-9414-4c8a-bec0-abc496cb549b,200,uhFkaSK,17
NVmTPwrlmobkudRh,mPyliXghmL,4677e593-1737-4930-a310-ab8a3555d9b0,200,QvzsnMu,7
OJEPrqYLYuqOVnke,lpPyOjbGtW,4c314287-766a-4d1a-8a27-fc0c93837feb,200,ZTyDIwW,88
PzWVOOvHzASwwVxM,GIqSJySqTm,4cc168b9-865a-4c96-a011-b4e5bb72c677,200,yAfGNYG,64
QQpCIswyyLjdxujg,gulitLiAbU,500d1454-f1db-45b5-9986-d58502593120,200,rUUNimu,84
RhIqCrfmDiEWCrnX,GBtygILOWn,50116b95-770b-4d24-969c-d09c5446a98f,200,izXkyCq,51
STtAwmITRMSbRWBr,YHAgCzhyCo,5917bd93-cf8c-4f81-80bd-774787d85d05,200,crLsdiu,68
ScrpmPgRpfGwEXrd,FLSEbTMAcG,59188c8d-b8dc-4830-84b5-33fd4070c5f6,200,ZetXMce,91
SxVAlQymcQKvGuUD,gnJLEgfkGF,5b0e7228-81b4-4913-90a1-c094a040d778,200,iiIEQLk,67
TVyoUIMHqIVHODkx,ytxlVFouWA,5cdd5009-902a-462a-ba69-f2c288120221,200,fleGSqZ,25
TchKjGBdLmtGNHfZ,KbUUuNJbVw,5d31d13d-c7c0-4215-b8c5-7a059b7f2f31,200,ftjFoFo,63
TgUDgySmGXSwEiCk,YRRgWVvCkl,5feb89c1-3844-4915-9bed-a85531e6559c,200,xqnshEJ,14
UHqBdrtVIAscLlfe,AgPXFWThQS,61455fe9-a2ca-4a0f-98e9-6ba9f31a9872,200,VqtWjBP,68
ULBKJqpcRAfSCTol,loVEPdpVSb,61da462a-d7a6-425d-b866-75220f250251,200,UdAZqYA,57
UZyRtSKTJjmTnWJv,yvfAYUCAKO,6799309d-8e73-403f-b939-cedcf9a0ccab,200,AspjqQV,37
UxGusOjXaWAqNXkK,LaQBWhtAsd,6a8a659c-799d-47fb-964c-7f1b2afae9d1,200,hMBagdE,44
VFhNRpExEJiMEJJz,skqRXXibmT,751b1a70-46fd-4df8-890f-e129db00c0ad,200,MWFaBPJ,78
VkzuDCsKZHKQdifm,hLEFrcLzmB,754be718-56dd-44a3-9f10-c0161fa924bd,200,FGhwRON,75
WovhFyxIVdPcZXEf,gTMgyzQMvw,75e6b43a-c8f6-4397-a9f5-4e302cc07246,200,ZDBNOMe,62
WqyDrvryMxCokxKB,OOobXAaNqG,769bc9c1-f667-42e6-a0bb-b53094aa8390,200,vsLdzNF,74
XWUWOTzmIfaYYice,XhdVWyGYUV,777e37f8-0bb3-4994-825c-7076acaa5f88,200,CUfMVPI,72
YBhuELfsfWhJeWxy,wExHpLObqh,791245ab-3227-4cb5-8391-e3faa46af375,200,uxSqPvT,92
YESyctstBvewZXBG,bmpzpBVuCy,7d2ea60f-ae3f-4f40-af67-daa29e85acc9,200,rAnavIn,32
YZWhnIrNnCPTzQGc,hhMuybMWbF,7e32f8be-1efd-4b83-822d-6992c8f99d2f,200,bvlvgmo,34
YqRaocuykRJoDRha,rXJKzeDVTb,80ac0902-84da-42d1-9924-ee1e9f1cc11d,200,zBTFilr,52
adIxPZASrrpotyrf,JWvzVRYCAp,8c878729-1219-43f9-a0e9-2a4f76344de9,200,jCvzZnB,41
azcKHTMnxGcUHNKd,EdYAdTWHvs,8eeac699-69ef-4af0-9272-2946ba65abf4,200,SVkOute,96
dMLDPhgjAcvElHic,XKpRTanpEm,8f337c57-0b39-4b9f-8396-e2d4b4ae8ec3,200,MWyZwTc,69
drUCHhMhnHNYGkXK,MjTPrNKDdo,8f47670c-25d1-4dfc-a179-c596bac2cf40,200,ZTXueDq,83
fBlRmqShyKaKmmUw,bzAQTTsGZo,943f9648-30b7-4777-8403-801458a85fbc,200,SqedGLr,78
fTyKHbthtjpCIDkQ,kPEKAYdpVz,96bb0cb7-2a9d-422d-8520-53ccfb124fb8,200,DprerZp,42
fXlZOlLrVDjIhklZ,UFBkbWODCf,9b17c66f-f8b5-4963-b740-89816c5a3f77,200,eZuhuUd,61
fiLyMqBnaUXtujWX,fuaMPsUFDk,a05b01aa-4677-4141-9008-df2997512c0e,200,MPTPfpo,40
gFlgXxTxjOmGjQXu,XZUDmSPKdO,a1f14050-31d6-4052-8678-2a36a32bcd0f,200,jncKqeI,39
gRKuoINqyGdyRctQ,asrFHZzjGX,ab9b40db-b797-4bba-a963-3aca5a1f10f2,200,fCugriT,44
gWsKajSlOIXoXIph,kwGmToUlOG,ad1b6139-8edf-4a60-9516-078f01bfcbb6,200,ukuAPzd,56
gjWlUgxTnzajCfTA,AxBLHFUWhf,aeb25c73-3a04-46f4-b069-7a77b2b12053,200,pVVGYQT,15
gmUhtIGsYvRsMMJH,BZrlBlQFuv,aeca8c63-1df2-4341-9ec5-8c863831293a,200,IhHyPwD,92
iFoyoYcKlhuuMGjN,vkutSyaOLY,af38dafd-7f4e-40c2-9aed-847571d008f4,200,ryJzQEB,35
jOzkACSPKnJHxjqJ,zYeDOXFMvD,b0680d52-bab0-4647-8405-d1e39a68fd42,200,hvpZvsJ,42
jPRAnXXbPHDPRPYL,BqXHnyEciR,b64eca37-fbc2-47c1-b82f-fe45ec8e8a40,200,kuEWEbY,51
jcvQMKdTDAEKaMYA,evEkjgHGdD,b6eaafd7-201f-4bd2-a255-421dd8a66b71,200,PiFpHSt,98
kDzEoUDXHOJbBqLF,qOmtaBfuqX,b7592853-ce45-4da9-b654-d586e20fc210,200,RTphTSv,44
kELjllwCYtPpikPs,ivTSloAsoc,bdc9b972-ae5b-47fb-b677-58cb027de856,200,vyRcmQb,19
knhIpFoQkuTMNOpH,RepQXpTwlO,bf84b486-ae58-49d3-91ee-9b345daa9b0c,200,gIShjqd,56
lIIbhQCqLyBkZYpG,EQXPvNfMcY,bf87e1f4-9f91-4715-8a2e-eabb1f1ec36b,200,ATBiniC,94
oGyqHeUXzOYjXZUi,EgzLeZSluL,c64f5272-325e-4321-8478-3668e0793099,85,koLwcAd,92
ogOAfTTPgttEktQK,eLYejBYPXv,c7b8b7b4-9929-49fb-97bf-90b9a3553f21,200,XNPmMRP,92
pJnCNfNvqnOXQRhH,MuqxzFMLgW,c926e7bf-f18a-4463-9036-d106425794aa,200,fxWxuwB,85
qtOdzklmDafiizjA,PUHxqjaLwT,ca6de57e-6899-4486-bcf1-5796c8864378,200,JlbRGtZ,39
qvxmPcICChgApFHQ,HtjfNNgnQg,ccf7933a-ec25-4c30-b1d9-de14473d0449,200,HXGHTtr,47
rIpnIFldAMExkKCV,JFeZllncnO,d02cdc39-b8c0-4a44-a033-958bfaeba809,200,McajDVX,55
rxSeowelPsOEfSls,EhpyTbrHvD,d53fa28a-5679-423e-889f-5a2fd4eb6cec,200,LvLnqsC,22
sMJlAQFohyVXHsSZ,eLYYAhgnOf,d5bdc078-780b-4370-ba21-aee4e70328d4,200,ibBFGEe,96
tGgtfoweTfhatOqN,MYSAsUslgi,de1cdefd-9c35-43c1-9f48-7602070f143a,200,UaNaeuU,1
tcZrczoLYRjzHOHO,yEqYTshrgK,dff88b6b-9d0f-4983-aafb-6dc51d3c9b13,200,pbuFAAC,27
tqVYwqDoOmiDcbkt,SwJaOVxEQL,e4304e99-e8fa-453b-b5e8-1b3d33e17c5a,200,bgUzRiv,46
txqwauwZQMMHqzXb,vZZDQvfNeW,e6be7e3b-b386-4217-915d-cdcf5aa66823,200,RPfEsch,29
vRZPCWYpdeuGrocl,GSdgtyjbrl,eadbed87-392b-46c9-a563-e33c93c31024,200,pFUlfir,41
vSXOOgHhjDzdHIgI,cWZPSBrFHS,edfe6eb4-798c-47e6-b1a3-2de98ec9fc30,200,odrxDtI,65
wIIdjNpuyaDBEBxZ,iZkovFUMFe,eed3bb8a-422d-46d4-81e9-694d15b36102,200,MamSqqA,87
wOPwBlJJXYZwAzAz,ClQBkuljyL,efafdce9-d72c-4dab-8204-ceaf9c5a5559,200,pECXQZs,46
wQXowAygBUExIGKn,gnpyweHNEc,f2160b16-df40-4a73-b73d-c56117f2ed42,200,OxRGAnm,50
xWvYJQDRoTxKXvai,EstlSSIczQ,f2a67466-623b-4c47-8224-2b25c898ed0c,200,ShEmmGT,77
xhikrFvbFFCQuhMy,guUPQXZZbB,f2f8674d-33c9-4780-a8fd-2ac04210d230,200,MsMweRa,20
xjoFrpEwLBQTGaQy,bSlOHBizfG,f32022be-cf59-4807-ad9a-60a38617c247,200,pAzVGTZ,1
yAQoyvCDukCkpZCB,AGuyEnbUBd,f4ba26c8-6d62-4e63-9428-383de0e7f700,200,opTPhuu,69
ydRPoQpSpdyquXRk,MIGBCVHhXa,f789324f-c9c2-48a2-b83f-bd992a0d05f4,25,NRilgjw,20
yfqREMlLHvMCloEU,PgTwlThSPc,f7d2093f-8006-4c14-8675-87cc6b3a0c60,200,ppbnesx,61
zacWqZrjkwclKXRP,wIoTtUhoiz,fbfcc692-25c1-4760-8ec7-08dd42e36f5c,200,XiYQghZ,74
